source,target
Siemens Ruggedcom WIN51xx devices with firmware before SS4.4.4624.35 WIN52xx devices with firmware before SS4.4.4624.35 WIN70xx devices with firmware before BS4.4.4621.32 and WIN72xx devices with firmware before BS4.4.4621.32 allow contextdependent attackers to discover password hashes by reading (1) files or (2) security logs. ,Exposure of Sensitive Information to an Unauthorized Actor
An issue was discovered on DLink DIR823G devices with firmware V1.0.2B05. There is a command injection in HNAP1 (exploitable with Authentication) via shell metacharacters in the LoginPassword field to Login. ,Improper Neutralization of Special Elements
Philips ISCV application prior to version 2.3.0 has an insufficient session expiration vulnerability where an attacker could reuse the session of a previously logged in user. This vulnerability exists when using ISCV together with an Electronic Medical Record (EMR) system where ISCV is in KIOSK mode for multiple users and using Windows authentication. This may allow an attacker to gain unauthorized access to patient health information and potentially modify this information. ,Improper Control of a Resource Through its Lifetime
The IP stack in multiple Huawei Campus series switch models allows remote attackers to cause a denial of service (reboot) via a crafted ICMP request message. ,Improper Input Validation
Smart Software Solutions (3S) CoDeSys Runtime Toolkit before 2.4.7.44 allows remote attackers to cause a denial of service (NULL pointer dereference and application crash) via unspecified vectors. ,Resource Management Errors
 An exploitable vulnerability exists in the REST parser of videocore's HTTP server of the Samsung SmartThings Hub STHETH250  Firmware version 0.20.17. The videocore process incorrectly handles pipelined HTTP requests which allows successive requests to overwrite the previously parsed HTTP method 'on_url' callback. An attacker can send an HTTP request to trigger this vulnerability. ,Interpretation Conflict
A vulnerability in the web interface of the Cisco Adaptive Security Appliance (ASA) could allow an unauthenticated remote attacker to cause an affected device to reload unexpectedly resulting in a denial of service (DoS) condition. It is also possible on certain software releases that the ASA will not reload but an attacker could view sensitive system information without authentication by using directory traversal techniques. The vulnerability is due to lack of proper input validation of the HTTP URL. An attacker could exploit this vulnerability by sending a crafted HTTP request to an affected device. An exploit could allow the attacker to cause a DoS condition or unauthenticated disclosure of information. This vulnerability applies to IPv4 and IPv6 HTTP traffic. This vulnerability affects Cisco ASA Software and Cisco Firepower Threat Defense (FTD) Software that is running on the following Cisco products: 3000 Series Industrial Security Appliance (ISA) ASA 1000V Cloud Firewall ASA 5500 Series Adaptive Security Appliances ASA 5500X Series NextGeneration Firewalls ASA Services Module for Cisco Catalyst 6500 Series Switches and Cisco 7600 Series Routers Adaptive Security Virtual Appliance (ASAv) Firepower 2100 Series Security Appliance Firepower 4100 Series Security Appliance Firepower 9300 ASA Security Module FTD Virtual (FTDv). Cisco Bug IDs: CSCvi16029. ,Exposure of Resource to Wrong Sphere
Inateck Wireless Presenter Smart HomeWP2002 LwP,Insufficient Verification of Data Authenticity
NETGEAR WiFi Router Telecomm NETGEAR D8500 D8500Linux,Improper Restriction of Operations within the Bounds of a Memory Buffer
Guangzhou WiFi Router Telecomm NA V2801RW Unknown,Improper Neutralization of Special Elements
Buffer overflow in network.cgi on TRENDnet TVIP110WN V1.2.2 build 68 V1.2.2.65 and V1.2.2 build 64 and TVIP121WN V1.2.2 build 28 devices allows attackers to hijack the control flow to any attackerspecified location by crafting a POST request payload (without authentication). ,Improper Restriction of Operations within the Bounds of a Memory Buffer
A Use of Password Hash Instead of Password for Authentication issue was discovered in Dahua DHIPCHDBW23A0RNZS DHIPCHDBW13A0SN DHIPCHDW1XXX DHIPCHDW2XXX DHIPCHDW4XXX DHIPCHFW1XXX DHIPCHFW2XXX DHIPCHFW4XXX DHSD6CXX DHNVR1XXX DHHCVR4XXX DHHCVR5XXX DHIHCVR51A04HES3 DHIHCVR51A08HES3 and DHIHCVR58A32SS2 devices. The use of password hash instead of password for authentication vulnerability was identified which could allow a malicious user to bypass authentication without obtaining the actual password. ,Improper Authentication
An issue was discovered on Tenda AC7 V15.03.06.44_CN AC9 V15.03.05.19(6318)_CN AC10 V15.03.06.23_CN AC15 V15.03.05.19_CN and AC18 V15.03.05.19(6318)_CN devices. It is a buffer overflow vulnerability in the router's web serverhttpd. When processing the page parameter of the function fromDhcpListClient for a request it is directly used in a sprintf to a local variable placed on the stack which overrides the return address of the function. ,Improper Restriction of Operations within the Bounds of a Memory Buffer
Grandstream GXV3370 before 1.0.1.41 and WP820 before 1.0.3.6 devices allow remote authenticated users to execute arbitrary code via shell metacharacters in amanager?action=getlogcat priority field. ,Improper Neutralization of Special Elements
NETGEAR WiFi Router Telecomm NETGEAR R6800 R6800 Linux,Improper Input Validation
An issue was discovered in General Electric (GE) Proficy HMI SCADA iFIX Version 5.8 SIM 13 and prior versions Proficy HMI SCADA CIMPLICITY Version 9.0 and prior versions and Proficy Historian Version 6.0 and prior versions. An attacker may be able to retrieve user passwords if he or she has access to an authenticated session. ,Exposure of Sensitive Information to an Unauthorized Actor
OSIsoft PI AF Server before 2016 2.8.0 allows remote authenticated users to cause a denial of service (service outage) via a message. ,Improper Input Validation
On DrayTek Vigor2925 devices with firmware 3.8.4.3 Incorrect Access Control exists in loginset.htm and can be used to trigger XSS. NOTE: this is an endoflife product. ,Improper Neutralization of Special Elements
DLink DCS825L devices with firmware 1.08 do not employ a suitable mechanism to prevent denialofservice (DoS) attacks. An attacker can harm the device availability (i.e. liveonline video audio streaming) by using the hping3 tool to perform an IPv4 flood attack. Verified attacks includes SYN flooding UDP flooding ICMP flooding and SYNACK flooding. ,Exposure of Sensitive Information to an Unauthorized Actor
A vulnerability was found in Rockwell Automation RSLinx Classic versions 4.10.00 and prior. An input validation issue in a .dll file of RSLinx Classic where the data in a Forward Open service request is passed to a fixed size buffer allowing an attacker to exploit a stackbased buffer overflow condition. ,Improper Restriction of Operations within the Bounds of a Memory Buffer
Certain NETGEAR devices are affected by command injection by an authenticated user. This affects WAC505 before 8.2.1.16 and WAC510 before 8.2.1.16. ,Improper Neutralization of Special Elements
Neet AirStream NAS1.1 devices have a password of ifconfig for the root account. This cannot be changed via theConfiguration page. ,Insufficient Verification of Data Authenticity
Tenda WiFi Router Telecomm TENDA AC15 AC15 Linux,Improper Restriction of Operations within the Bounds of a Memory Buffer
The Montgomery ladder implementation in OpenSSL through 1.0.0l does not ensure that certain swap operations have a constanttime behavior which makes it easier for local users to obtain ECDSA nonces via a FLUSH+RELOAD cache sidechannel attack. ,Cryptographic Issues
 This vulnerability allows networkadjacent attackers to bypass authentication on affected installations of DLink DIR867 DIR878 and DIR882 routers with firmware 1.10B04. Authentication is not required to exploit this vulnerability. The specific flaw exists within the handling of HNAP login requests. The issue results from the lack of proper handling of empty passwords. An attacker can leverage this vulnerability to execute arbitrary code on the router. Was ZDICAN9471. ,Incorrect Comparison
MatrikonOPC OPC Server for DNP3 1.2.3 and earlier allows remote attackers to cause a denial of service (unhandled exception and DNP3 process crash) via a crafted message. ,Software Development
An exploitable stackbased buffer overflow vulnerability exists in the retrieval of a database field in videocore's HTTP server of Samsung SmartThings Hub. The videocore process insecurely extracts the shard.videoHostURL field from its SQLite database leading to a buffer overflow on the stack. An attacker can send an HTTP request to trigger this vulnerability. ,Improper Restriction of Operations within the Bounds of a Memory Buffer
Directory traversal vulnerability in Siemens WinCC (TIA Portal) 11 allows remote authenticated users to read HMI webapplication source code and userdefined scripts via a crafted URL. ,Exposure of Resource to Wrong Sphere
Multiple stackbased buffer overflows in IniNet embeddedWebServer (aka eWebServer) before 2.02 allow remote attackers to execute arbitrary code via a long field in an HTTP request. ,Improper Restriction of Operations within the Bounds of a Memory Buffer
Philips Intellispace Portal all versions 7.0.x and 8.0.x have a remote desktop access vulnerability that could allow an attacker to gain unauthorized access and in some cases escalate their level of privilege or execute arbitrary code ,Exposure of Resource to Wrong Sphere
In firmware version MS_2.6.9900 of Columbia Weather MicroServer a networkdiags.php reflected Crosssite scripting (XSS) vulnerability allows remote authenticated users to inject arbitrary web script. ,Improper Neutralization of Special Elements
Directory traversal vulnerability in Tridium Niagara AX Framework allows remote attackers to read files outside of the intended images nav and px folders by leveraging incorrect permissions as demonstrated by reading the config.bog file. ,Permissions; Privileges; and Access Controls
Buffer overflow in 7Technologies (7T) Interactive Graphical SCADA System (IGSS) 9.0.0.11200 allows remote attackers to cause a denial of service via a crafted packet to TCP port 12401. ,Improper Restriction of Operations within the Bounds of a Memory Buffer
GE Healthcare Centricity Analytics Server 1.1 has a default password of (1) V0yag3r for the SQL Server sa user (2) G3car3s for the analyst user (3) G3car3s for the ccg user (4) V0yag3r for the viewer user and (5) geservice for the geservice user in the Webmin interface which has unspecified impact and attack vectors. ,Credentials Management Errors
Lifesize Express ls ex2_4.7.10 2000 (14) devices allow XSS via the interface interface.php brand parameter. ,Improper Neutralization of Special Elements
